variant_id,T_K,I_peak,width,S_peak,kappa1,collapse_rmse
ip_com__w_rms__sp_local_avg__sc_fwhm,24,31.0182169536095,6.76709591522856,0.0659008764349502,0.588677796357489,0.468272909910835
ip_com__w_rms__sp_local_avg__sc_fwhm,26,28.394915073476,6.16925405449728,0.0581615830410284,0.113158888837026,0.573702456511554
ip_com__w_rms__sp_local_avg__sc_fwhm,28,25.2864484359828,5.61354498833746,0.054344184311836,-0.442697333112943,0.799958445898359
ip_com__w_rms__sp_local_avg__sc_fwhm,30,21.6307650979895,5.51684023494123,0.0542349634077962,-0.360455610413469,1.21030556952461
ip_com__w_rms__sp_local_avg__sc_fwhm,32,17.5945029751802,5.58735278841876,0.0318718194021121,-1.74770876247036,0.67055678256603
ip_com__w_rms__sp_local_avg__sc_fwhm,34,28.3395549048505,2.35481370000717,0.000215233618816269,NaN,2.63241017595097
ip_com__w_rms__sp_local_avg__sc_rms,4,36.9727866991358,8.06244370347118,0.289166891071462,-0.000837045579796266,0.237597164406856
ip_com__w_rms__sp_local_avg__sc_rms,6,36.5769683499738,8.00603915807115,0.279272791526239,-0.0633482174437261,0.235173860700024
ip_com__w_rms__sp_local_avg__sc_rms,8,35.8800161616246,7.85061460579741,0.244084879350048,-0.185427397294775,0.211917579511014
ip_com__w_rms__sp_local_avg__sc_rms,10,35.4300505711144,7.73708119613796,0.201653947176535,NaN,0.184682940010594
ip_com__w_rms__sp_local_avg__sc_rms,12,35.5660122686891,7.58944959696181,0.168994037092579,NaN,0.1507994850229
ip_com__w_rms__sp_local_avg__sc_rms,14,35.6678252612919,7.60126970671822,0.135602469533866,NaN,0.132961688142208
ip_com__w_rms__sp_local_avg__sc_rms,16,35.3522137160719,7.64528156331271,0.109663353680607,NaN,0.144192641685798
ip_com__w_rms__sp_local_avg__sc_rms,18,34.8645961393266,7.40068234592266,0.093020592592334,NaN,0.186823196811682
ip_com__w_rms__sp_local_avg__sc_rms,20,34.0370814412209,7.44628935345436,0.0789170268076045,NaN,0.183217741295599
ip_com__w_rms__sp_local_avg__sc_rms,22,32.7404355541678,7.19238059895516,0.0645953607584164,0.534623351645687,0.172009607214339
ip_com__w_rms__sp_local_avg__sc_rms,24,31.0182169536095,6.76709591522856,0.0659008764349502,0.0425703586329276,0.212677717272519
ip_com__w_rms__sp_local_avg__sc_rms,26,28.394915073476,6.16925405449728,0.0581615830410284,NaN,0.195388140358717
ip_com__w_rms__sp_local_avg__sc_rms,28,25.2864484359828,5.61354498833746,0.054344184311836,NaN,0.203185155532473
ip_com__w_rms__sp_local_avg__sc_rms,30,21.6307650979895,5.51684023494123,0.0542349634077962,NaN,0.282769238383789
ip_com__w_rms__sp_local_avg__sc_rms,32,17.5945029751802,5.58735278841876,0.0318718194021121,-2.06890162872964,0.687269847647281
ip_com__w_rms__sp_local_avg__sc_rms,34,28.3395549048505,2.35481370000717,0.000215233618816269,NaN,2.24164899752178
ip_com__w_rms__sp_local_avg__sc_asymmetric,4,36.9727866991358,8.06244370347118,0.289166891071462,0.00806304213358754,0.267089962733123
ip_com__w_rms__sp_local_avg__sc_asymmetric,6,36.5769683499738,8.00603915807115,0.279272791526239,-0.0543092580191057,0.266629711026007
ip_com__w_rms__sp_local_avg__sc_asymmetric,8,35.8800161616246,7.85061460579741,0.244084879350048,-0.178332412519833,0.251061226627209
ip_com__w_rms__sp_local_avg__sc_asymmetric,10,35.4300505711144,7.73708119613796,0.201653947176535,-0.243516924553615,0.222443537008349
ip_com__w_rms__sp_local_avg__sc_asymmetric,12,35.5660122686891,7.58944959696181,0.168994037092579,NaN,0.190866986214324
ip_com__w_rms__sp_local_avg__sc_asymmetric,14,35.6678252612919,7.60126970671822,0.135602469533866,NaN,0.165902426891161
ip_com__w_rms__sp_local_avg__sc_asymmetric,16,35.3522137160719,7.64528156331271,0.109663353680607,NaN,0.148653802116602
ip_com__w_rms__sp_local_avg__sc_asymmetric,18,34.8645961393266,7.40068234592266,0.093020592592334,NaN,0.14254847605938
ip_com__w_rms__sp_local_avg__sc_asymmetric,20,34.0370814412209,7.44628935345436,0.0789170268076045,NaN,0.141427686866013
ip_com__w_rms__sp_local_avg__sc_asymmetric,22,32.7404355541678,7.19238059895516,0.0645953607584164,0.512915367098228,0.169493728987064
ip_com__w_rms__sp_local_avg__sc_asymmetric,24,31.0182169536095,6.76709591522856,0.0659008764349502,0.0326542042512585,0.22285873300354
ip_com__w_rms__sp_local_avg__sc_asymmetric,26,28.394915073476,6.16925405449728,0.0581615830410284,NaN,0.219569947398752
ip_com__w_rms__sp_local_avg__sc_asymmetric,28,25.2864484359828,5.61354498833746,0.054344184311836,NaN,0.190241225923757
ip_com__w_rms__sp_local_avg__sc_asymmetric,30,21.6307650979895,5.51684023494123,0.0542349634077962,NaN,0.226637921342728
ip_com__w_rms__sp_local_avg__sc_asymmetric,32,17.5945029751802,5.58735278841876,0.0318718194021121,NaN,0.603818164861858
ip_com__w_rms__sp_local_avg__sc_asymmetric,34,28.3395549048505,2.35481370000717,0.000215233618816269,NaN,2.13258450008791
ip_com__w_rms__sp_local_median__sc_fwhm,4,36.9727866991358,8.06244370347118,0.268847171789871,0.380639158884325,0.157299242837064
ip_com__w_rms__sp_local_median__sc_fwhm,6,36.5769683499738,8.00603915807115,0.250488593439895,0.331559314561486,0.13355463055704
ip_com__w_rms__sp_local_median__sc_fwhm,8,35.8800161616246,7.85061460579741,0.2344494992722,0.211071086872117,0.146626727282155
ip_com__w_rms__sp_local_median__sc_fwhm,10,35.4300505711144,7.73708119613796,0.200197314257807,0.142649952099818,0.136026646493781
ip_com__w_rms__sp_local_median__sc_fwhm,12,35.5660122686891,7.58944959696181,0.15927716213462,0.148871406654168,0.0659311940941368
ip_com__w_rms__sp_local_median__sc_fwhm,14,35.6678252612919,7.60126970671822,0.124701192359837,0.154457544767941,0.0711803196031089
ip_com__w_rms__sp_local_median__sc_fwhm,16,35.3522137160719,7.64528156331271,0.099398653953913,0.120173278669231,0.114164060455307
ip_com__w_rms__sp_local_median__sc_fwhm,18,34.8645961393266,7.40068234592266,0.0864861551912553,0.035232038748448,0.146142778829901
ip_com__w_rms__sp_local_median__sc_fwhm,20,34.0370814412209,7.44628935345436,0.0814300845096031,0.274503457592893,0.122173837144602
ip_com__w_rms__sp_local_median__sc_fwhm,22,32.7404355541678,7.19238059895516,0.0832202553642621,0.114563031790852,0.24813550981327
ip_com__w_rms__sp_local_median__sc_fwhm,24,31.0182169536095,6.76709591522856,0.0545631856614726,0.710999224980125,0.227600555832378
ip_com__w_rms__sp_local_median__sc_fwhm,26,28.394915073476,6.16925405449728,0.0693882621296171,0.0948503379091835,0.268042928396979
ip_com__w_rms__sp_local_median__sc_fwhm,28,25.2864484359828,5.61354498833746,0.0428984469542497,-0.560813436689339,0.40656988253487
ip_com__w_rms__sp_local_median__sc_fwhm,30,21.6307650979895,5.51684023494123,0.0380258836809851,-0.514104997662026,0.663278576788092
ip_com__w_rms__sp_local_median__sc_fwhm,32,17.5945029751802,5.58735278841876,0.0207730272894197,-2.68148966777293,0.6434996656058
ip_com__w_rms__sp_local_median__sc_fwhm,34,28.3395549048505,2.35481370000717,0.000552867428264816,NaN,0.961443682529775
ip_com__w_rms__sp_local_median__sc_rms,4,36.9727866991358,8.06244370347118,0.268847171789871,-0.000900310263200351,0.153178995876166
ip_com__w_rms__sp_local_median__sc_rms,6,36.5769683499738,8.00603915807115,0.250488593439895,-0.0706277011690184,0.131022983550378
ip_com__w_rms__sp_local_median__sc_rms,8,35.8800161616246,7.85061460579741,0.2344494992722,-0.193048072345597,0.142606478866527
ip_com__w_rms__sp_local_median__sc_rms,10,35.4300505711144,7.73708119613796,0.200197314257807,NaN,0.133749931581099
ip_com__w_rms__sp_local_median__sc_rms,12,35.5660122686891,7.58944959696181,0.15927716213462,NaN,0.0690759792102073
ip_com__w_rms__sp_local_median__sc_rms,14,35.6678252612919,7.60126970671822,0.124701192359837,NaN,0.0615273264618945
ip_com__w_rms__sp_local_median__sc_rms,16,35.3522137160719,7.64528156331271,0.099398653953913,NaN,0.114007736438022
ip_com__w_rms__sp_local_median__sc_rms,18,34.8645961393266,7.40068234592266,0.0864861551912553,NaN,0.136997455578577
ip_com__w_rms__sp_local_median__sc_rms,20,34.0370814412209,7.44628935345436,0.0814300845096031,NaN,0.11219678560287
ip_com__w_rms__sp_local_median__sc_rms,22,32.7404355541678,7.19238059895516,0.0832202553642621,0.414973351358606,0.249325694119468
ip_com__w_rms__sp_local_median__sc_rms,24,31.0182169536095,6.76709591522856,0.0545631856614726,0.0514160584659743,0.164801203049417
ip_com__w_rms__sp_local_median__sc_rms,26,28.394915073476,6.16925405449728,0.0693882621296171,NaN,0.213987773035749
ip_com__w_rms__sp_local_median__sc_rms,28,25.2864484359828,5.61354498833746,0.0428984469542497,NaN,0.277938609666466
ip_com__w_rms__sp_local_median__sc_rms,30,21.6307650979895,5.51684023494123,0.0380258836809851,NaN,0.560180915984671
ip_com__w_rms__sp_local_median__sc_rms,32,17.5945029751802,5.58735278841876,0.0207730272894197,-3.17429222774822,0.608876206312314
ip_com__w_rms__sp_local_median__sc_rms,34,28.3395549048505,2.35481370000717,0.000552867428264816,NaN,0.603950600829482
ip_com__w_rms__sp_local_median__sc_asymmetric,4,36.9727866991358,8.06244370347118,0.268847171789871,0.00867245435696838,0.191622376764736
ip_com__w_rms__sp_local_median__sc_asymmetric,6,36.5769683499738,8.00603915807115,0.250488593439895,-0.060550054932357,0.159887718139389
ip_com__w_rms__sp_local_median__sc_asymmetric,8,35.8800161616246,7.85061460579741,0.2344494992722,-0.185661498656345,0.20346073579301
ip_com__w_rms__sp_local_median__sc_asymmetric,10,35.4300505711144,7.73708119613796,0.200197314257807,-0.245288750364003,0.204654694170845
ip_com__w_rms__sp_local_median__sc_asymmetric,12,35.5660122686891,7.58944959696181,0.15927716213462,NaN,0.129581070156323
ip_com__w_rms__sp_local_median__sc_asymmetric,14,35.6678252612919,7.60126970671822,0.124701192359837,NaN,0.0887162021085021
ip_com__w_rms__sp_local_median__sc_asymmetric,16,35.3522137160719,7.64528156331271,0.099398653953913,NaN,0.0867757007263903
ip_com__w_rms__sp_local_median__sc_asymmetric,18,34.8645961393266,7.40068234592266,0.0864861551912553,NaN,0.106705843562953
ip_com__w_rms__sp_local_median__sc_asymmetric,20,34.0370814412209,7.44628935345436,0.0814300845096031,NaN,0.155077316677752
ip_com__w_rms__sp_local_median__sc_asymmetric,22,32.7404355541678,7.19238059895516,0.0832202553642621,0.398123666302443,0.341845194160653
ip_com__w_rms__sp_local_median__sc_asymmetric,24,31.0182169536095,6.76709591522856,0.0545631856614726,0.0394394251976992,0.0935872423082379
ip_com__w_rms__sp_local_median__sc_asymmetric,26,28.394915073476,6.16925405449728,0.0693882621296171,NaN,0.304007915166145
ip_com__w_rms__sp_local_median__sc_asymmetric,28,25.2864484359828,5.61354498833746,0.0428984469542497,NaN,0.174476095724349
ip_com__w_rms__sp_local_median__sc_asymmetric,30,21.6307650979895,5.51684023494123,0.0380258836809851,NaN,0.460317498904059
ip_com__w_rms__sp_local_median__sc_asymmetric,32,17.5945029751802,5.58735278841876,0.0207730272894197,NaN,1.32256630767019
ip_com__w_rms__sp_local_median__sc_asymmetric,34,28.3395549048505,2.35481370000717,0.000552867428264816,NaN,0.574534696930887
ip_com__w_iqr__sp_max__sc_fwhm,4,36.9727866991358,15,0.349600045040287,0.292716670922435,0.0797733374501663
ip_com__w_iqr__sp_max__sc_fwhm,6,36.5769683499738,15,0.341950817738385,0.242876525038587,0.0742702005520469
ip_com__w_iqr__sp_max__sc_fwhm,8,35.8800161616246,15,0.311011499245369,0.159111514359042,0.0599949391668912
ip_com__w_iqr__sp_max__sc_fwhm,10,35.4300505711144,15,0.265625424732821,0.10751281553004,0.0490181602322185
ip_com__w_iqr__sp_max__sc_fwhm,12,35.5660122686891,15,0.232986037937288,0.101773545680224,0.0365956449188358
ip_com__w_iqr__sp_max__sc_fwhm,14,35.6678252612919,15,0.192544819951381,0.100034059635563,0.0414104519504653
ip_com__w_iqr__sp_max__sc_fwhm,16,35.3522137160719,15,0.162443432649134,0.0735336722830185,0.0559071451151837
ip_com__w_iqr__sp_max__sc_fwhm,18,34.8645961393266,5,0.142095227831458,0.0214439542932208,0.0733260498636706
ip_com__w_iqr__sp_max__sc_fwhm,20,34.0370814412209,5,0.118297407736058,0.18895460329816,0.0710847920968113
ip_com__w_iqr__sp_max__sc_fwhm,22,32.7404355541678,5,0.0848252860423066,0.112395315191554,0.0682075260100773
ip_com__w_iqr__sp_max__sc_fwhm,24,31.0182169536095,10,0.0930645821294685,0.416854423348554,0.1111807708834
ip_com__w_iqr__sp_max__sc_fwhm,26,28.394915073476,5,0.0732255508855988,0.0898798306100496,0.129117434772291
ip_com__w_iqr__sp_max__sc_fwhm,28,25.2864484359828,10,0.0809671274875996,-0.297133246683756,0.181400309942763
ip_com__w_iqr__sp_max__sc_fwhm,30,21.6307650979895,5,0.0879097809338481,-0.222379087210104,0.262726855863617
ip_com__w_iqr__sp_max__sc_fwhm,32,17.5945029751802,5,0.0695147785421419,-0.801306703597932,0.446314217919436
ip_com__w_iqr__sp_max__sc_fwhm,34,28.3395549048505,5,0.00111194952316543,NaN,0.479655136002707
ip_com__w_iqr__sp_max__sc_rms,4,36.9727866991358,15,0.349600045040287,-0.000692350791793789,0.0810096698603484
ip_com__w_iqr__sp_max__sc_rms,6,36.5769683499738,15,0.341950817738385,-0.0517367779399662,0.0744078940194376
ip_com__w_iqr__sp_max__sc_rms,8,35.8800161616246,15,0.311011499245369,-0.145525242657286,0.0582269420078836
ip_com__w_iqr__sp_max__sc_rms,10,35.4300505711144,15,0.265625424732821,NaN,0.0474593051492462
ip_com__w_iqr__sp_max__sc_rms,12,35.5660122686891,15,0.232986037937288,NaN,0.0383133179812653
ip_com__w_iqr__sp_max__sc_rms,14,35.6678252612919,15,0.192544819951381,NaN,0.0374161431266637
ip_com__w_iqr__sp_max__sc_rms,16,35.3522137160719,15,0.162443432649134,NaN,0.0554778785388506
ip_com__w_iqr__sp_max__sc_rms,18,34.8645961393266,5,0.142095227831458,NaN,0.0687571159541288
ip_com__w_iqr__sp_max__sc_rms,20,34.0370814412209,5,0.118297407736058,NaN,0.0699234827368696
ip_com__w_iqr__sp_max__sc_rms,22,32.7404355541678,5,0.0848252860423066,0.407121388924087,0.0692216047700094
ip_com__w_iqr__sp_max__sc_rms,24,31.0182169536095,10,0.0930645821294685,0.0301449152821344,0.0720597005161818
ip_com__w_iqr__sp_max__sc_rms,26,28.394915073476,5,0.0732255508855988,NaN,0.0851935104769629
ip_com__w_iqr__sp_max__sc_rms,28,25.2864484359828,10,0.0809671274875996,NaN,0.0871447127831982
ip_com__w_iqr__sp_max__sc_rms,30,21.6307650979895,5,0.0879097809338481,NaN,0.143210696839609
ip_com__w_iqr__sp_max__sc_rms,32,17.5945029751802,5,0.0695147785421419,-0.948570368121536,0.452605181354385
ip_com__w_iqr__sp_max__sc_rms,34,28.3395549048505,5,0.00111194952316543,NaN,0.29436638208628
ip_com__w_iqr__sp_max__sc_asymmetric,4,36.9727866991358,15,0.349600045040287,0.00666923491408316,0.0443843622631951
ip_com__w_iqr__sp_max__sc_asymmetric,6,36.5769683499738,15,0.341950817738385,-0.0443546185765181,0.0373821319976664
ip_com__w_iqr__sp_max__sc_asymmetric,8,35.8800161616246,15,0.311011499245369,-0.13995702891926,0.0333605671661951
ip_com__w_iqr__sp_max__sc_asymmetric,10,35.4300505711144,15,0.265625424732821,-0.184869912546664,0.0280518571743439
ip_com__w_iqr__sp_max__sc_asymmetric,12,35.5660122686891,15,0.232986037937288,NaN,0.0192488097172602
ip_com__w_iqr__sp_max__sc_asymmetric,14,35.6678252612919,15,0.192544819951381,NaN,0.0232436017162451
ip_com__w_iqr__sp_max__sc_asymmetric,16,35.3522137160719,15,0.162443432649134,NaN,0.0423850794046921
ip_com__w_iqr__sp_max__sc_asymmetric,18,34.8645961393266,5,0.142095227831458,NaN,0.0539983134066476
ip_com__w_iqr__sp_max__sc_asymmetric,20,34.0370814412209,5,0.118297407736058,NaN,0.0499754139780887
ip_com__w_iqr__sp_max__sc_asymmetric,22,32.7404355541678,5,0.0848252860423066,0.390590526977074,0.0502986288531132
ip_com__w_iqr__sp_max__sc_asymmetric,24,31.0182169536095,10,0.0930645821294685,0.0231230896889441,0.0591880299141146
ip_com__w_iqr__sp_max__sc_asymmetric,26,28.394915073476,5,0.0732255508855988,NaN,0.06260501107686
ip_com__w_iqr__sp_max__sc_asymmetric,28,25.2864484359828,10,0.0809671274875996,NaN,0.0537257532943182
ip_com__w_iqr__sp_max__sc_asymmetric,30,21.6307650979895,5,0.0879097809338481,NaN,0.0781158554603303
ip_com__w_iqr__sp_max__sc_asymmetric,32,17.5945029751802,5,0.0695147785421419,NaN,0.196051019403288
ip_com__w_iqr__sp_max__sc_asymmetric,34,28.3395549048505,5,0.00111194952316543,NaN,0.276935578096929
ip_com__w_iqr__sp_local_avg__sc_fwhm,4,36.9727866991358,15,0.289166891071462,0.353891695412793,0.236730776035545
ip_com__w_iqr__sp_local_avg__sc_fwhm,6,36.5769683499738,15,0.279272791526239,0.297386028522578,0.232229040157463
ip_com__w_iqr__sp_local_avg__sc_fwhm,8,35.8800161616246,15,0.244084879350048,0.202738943763241,0.213896253767627
ip_com__w_iqr__sp_local_avg__sc_fwhm,10,35.4300505711144,15,0.201653947176535,0.141619530335241,0.184474619795753
ip_com__w_iqr__sp_local_avg__sc_fwhm,12,35.5660122686891,15,0.168994037092579,0.140311549347005,0.148036681813149
ip_com__w_iqr__sp_local_avg__sc_fwhm,14,35.6678252612919,15,0.135602469533866,0.142040481030656,0.172307071793136
ip_com__w_iqr__sp_local_avg__sc_fwhm,16,35.3522137160719,15,0.109663353680607,0.108924829854646,0.172821523079691
ip_com__w_iqr__sp_local_avg__sc_fwhm,18,34.8645961393266,5,0.093020592592334,0.0327570862105399,0.234841285465712
ip_com__w_iqr__sp_local_avg__sc_fwhm,20,34.0370814412209,5,0.0789170268076045,0.283244828830951,0.231089751806829
ip_com__w_iqr__sp_local_avg__sc_fwhm,22,32.7404355541678,5,0.0645953607584164,0.147595193354447,0.187487089627567
ip_com__w_iqr__sp_local_avg__sc_fwhm,24,31.0182169536095,10,0.0659008764349502,0.588677796357489,0.468272909910835
ip_com__w_iqr__sp_local_avg__sc_fwhm,26,28.394915073476,5,0.0581615830410284,0.113158888837026,0.573702456511554
ip_com__w_iqr__sp_local_avg__sc_fwhm,28,25.2864484359828,10,0.054344184311836,-0.442697333112943,0.799958445898359
ip_com__w_iqr__sp_local_avg__sc_fwhm,30,21.6307650979895,5,0.0542349634077962,-0.360455610413469,1.21030556952461
ip_com__w_iqr__sp_local_avg__sc_fwhm,32,17.5945029751802,5,0.0318718194021121,-1.74770876247036,0.67055678256603
ip_com__w_iqr__sp_local_avg__sc_fwhm,34,28.3395549048505,5,0.000215233618816269,NaN,2.63241017595097
ip_com__w_iqr__sp_local_avg__sc_rms,4,36.9727866991358,15,0.289166891071462,-0.000837045579796266,0.237597164406856
ip_com__w_iqr__sp_local_avg__sc_rms,6,36.5769683499738,15,0.279272791526239,-0.0633482174437261,0.235173860700024
ip_com__w_iqr__sp_local_avg__sc_rms,8,35.8800161616246,15,0.244084879350048,-0.185427397294775,0.211917579511014
ip_com__w_iqr__sp_local_avg__sc_rms,10,35.4300505711144,15,0.201653947176535,NaN,0.184682940010594
ip_com__w_iqr__sp_local_avg__sc_rms,12,35.5660122686891,15,0.168994037092579,NaN,0.1507994850229
ip_com__w_iqr__sp_local_avg__sc_rms,14,35.6678252612919,15,0.135602469533866,NaN,0.132961688142208
ip_com__w_iqr__sp_local_avg__sc_rms,16,35.3522137160719,15,0.109663353680607,NaN,0.144192641685798
ip_com__w_iqr__sp_local_avg__sc_rms,18,34.8645961393266,5,0.093020592592334,NaN,0.186823196811682
ip_com__w_iqr__sp_local_avg__sc_rms,20,34.0370814412209,5,0.0789170268076045,NaN,0.183217741295599
ip_com__w_iqr__sp_local_avg__sc_rms,22,32.7404355541678,5,0.0645953607584164,0.534623351645687,0.172009607214339
ip_com__w_iqr__sp_local_avg__sc_rms,24,31.0182169536095,10,0.0659008764349502,0.0425703586329276,0.212677717272519
ip_com__w_iqr__sp_local_avg__sc_rms,26,28.394915073476,5,0.0581615830410284,NaN,0.195388140358717
ip_com__w_iqr__sp_local_avg__sc_rms,28,25.2864484359828,10,0.054344184311836,NaN,0.203185155532473
ip_com__w_iqr__sp_local_avg__sc_rms,30,21.6307650979895,5,0.0542349634077962,NaN,0.282769238383789
ip_com__w_iqr__sp_local_avg__sc_rms,32,17.5945029751802,5,0.0318718194021121,-2.06890162872964,0.687269847647281
ip_com__w_iqr__sp_local_avg__sc_rms,34,28.3395549048505,5,0.000215233618816269,NaN,2.24164899752178
ip_com__w_iqr__sp_local_avg__sc_asymmetric,4,36.9727866991358,15,0.289166891071462,0.00806304213358754,0.270604945570783
